Ref_tRNA,Genome,Count_Type,Trt,Acid_Phenol,Trizol
plastid-Ath-ThrTGT-171870,Plastid,CCA,Control,0.863174277,0.872252997
plastid-Ath-ThrTGT-171870,Plastid,CCA,Periodate Oxidation,0.676999234,0.691163282
plastid-Ath-ThrTGT-171870,Plastid,Non-CC/CCA,Control,0.11122256,0.115503041
plastid-Ath-ThrTGT-171870,Plastid,Non-CC/CCA,Periodate Oxidation,0.22949146,0.24211642
plastid-Ath-ThrGGT-171869,Plastid,CCA,Control,0.838552897,0.853575291
plastid-Ath-ThrGGT-171869,Plastid,CCA,Periodate Oxidation,0.672667779,0.670907894
plastid-Ath-ThrGGT-171869,Plastid,Non-CC/CCA,Control,0.099088707,0.10891184
plastid-Ath-ThrGGT-171869,Plastid,Non-CC/CCA,Periodate Oxidation,0.214988094,0.218529652
plastid-Ath-SerTGA-171867,Plastid,CCA,Control,0.893885096,0.906027806
plastid-Ath-SerTGA-171867,Plastid,CCA,Periodate Oxidation,0.735919887,0.768948474
plastid-Ath-SerTGA-171867,Plastid,Non-CC/CCA,Control,0.136307186,0.132775093
plastid-Ath-SerTGA-171867,Plastid,Non-CC/CCA,Periodate Oxidation,0.325815655,0.31196911
plastid-Ath-SerGGA-171866,Plastid,CCA,Control,0.698624085,0.723070461
plastid-Ath-SerGGA-171866,Plastid,CCA,Periodate Oxidation,0.664161679,0.69060852
plastid-Ath-SerGGA-171866,Plastid,Non-CC/CCA,Control,0.528286902,0.490857781
plastid-Ath-SerGGA-171866,Plastid,Non-CC/CCA,Periodate Oxidation,0.564519648,0.575164389
plastid-Ath-SerGCT-171868,Plastid,CCA,Control,0.838311365,0.8543074
plastid-Ath-SerGCT-171868,Plastid,CCA,Periodate Oxidation,0.741559186,0.760720838
plastid-Ath-SerGCT-171868,Plastid,Non-CC/CCA,Control,0.338812428,0.34066914
plastid-Ath-SerGCT-171868,Plastid,Non-CC/CCA,Periodate Oxidation,0.391359395,0.403526544
plastid-Ath-ProTGG-171865,Plastid,CCA,Control,0.830738955,0.844444897
plastid-Ath-ProTGG-171865,Plastid,CCA,Periodate Oxidation,0.676590082,0.660277111
plastid-Ath-ProTGG-171865,Plastid,Non-CC/CCA,Control,0.154695736,0.161830884
plastid-Ath-ProTGG-171865,Plastid,Non-CC/CCA,Periodate Oxidation,0.297088906,0.285964093
plastid-Ath-PheGAA-171864,Plastid,CCA,Control,0.663417898,0.697417639
plastid-Ath-PheGAA-171864,Plastid,CCA,Periodate Oxidation,0.587771508,0.58101686
plastid-Ath-PheGAA-171864,Plastid,Non-CC/CCA,Control,0.436264967,0.41741707
plastid-Ath-PheGAA-171864,Plastid,Non-CC/CCA,Periodate Oxidation,0.692190502,0.677127212
plastid-Ath-LysTTT-171861,Plastid,CCA,Control,0.787016505,0.790028153
plastid-Ath-LysTTT-171861,Plastid,CCA,Periodate Oxidation,0.538919427,0.547967547
plastid-Ath-LysTTT-171861,Plastid,Non-CC/CCA,Control,0.382201816,0.368708738
plastid-Ath-LysTTT-171861,Plastid,Non-CC/CCA,Periodate Oxidation,0.666147856,0.636800139
plastid-Ath-LeuTAG-171858,Plastid,CCA,Control,0.718073765,0.759495486
plastid-Ath-LeuTAG-171858,Plastid,CCA,Periodate Oxidation,0.674952297,0.678238704
plastid-Ath-LeuTAG-171858,Plastid,Non-CC/CCA,Control,0.237406041,0.233402502
plastid-Ath-LeuTAG-171858,Plastid,Non-CC/CCA,Periodate Oxidation,0.369399046,0.377201507
plastid-Ath-LeuTAA-171860,Plastid,CCA,Control,0.738462043,0.755444002
plastid-Ath-LeuTAA-171860,Plastid,CCA,Periodate Oxidation,0.572874454,0.597960185
plastid-Ath-LeuTAA-171860,Plastid,Non-CC/CCA,Control,0.654010576,0.664051561
plastid-Ath-LeuTAA-171860,Plastid,Non-CC/CCA,Periodate Oxidation,0.729680039,0.738937793
plastid-Ath-LeuCAA-171859,Plastid,CCA,Control,0.769520682,0.787774987
plastid-Ath-LeuCAA-171859,Plastid,CCA,Periodate Oxidation,0.574297486,0.59878218
plastid-Ath-LeuCAA-171859,Plastid,Non-CC/CCA,Control,0.319709224,0.311130879
plastid-Ath-LeuCAA-171859,Plastid,Non-CC/CCA,Periodate Oxidation,0.561177966,0.563881587
plastid-Ath-iMetCAT-171863,Plastid,CCA,Control,0.754549084,0.789218265
plastid-Ath-iMetCAT-171863,Plastid,CCA,Periodate Oxidation,0.724458338,0.723488796
plastid-Ath-iMetCAT-171863,Plastid,Non-CC/CCA,Control,0.714669479,0.68994593
plastid-Ath-iMetCAT-171863,Plastid,Non-CC/CCA,Periodate Oxidation,0.613723269,0.629216413
plastid-Ath-IleGAT-171857,Plastid,CCA,Control,0.728247103,0.741081913
plastid-Ath-IleGAT-171857,Plastid,CCA,Periodate Oxidation,0.486027012,0.50573241
plastid-Ath-IleGAT-171857,Plastid,Non-CC/CCA,Control,0.57216188,0.577752487
plastid-Ath-IleGAT-171857,Plastid,Non-CC/CCA,Periodate Oxidation,0.657918581,0.655961826
plastid-Ath-IleCAT-171856,Plastid,CCA,Control,0.76651565,0.785432827
plastid-Ath-IleCAT-171856,Plastid,CCA,Periodate Oxidation,0.530426283,0.569886066
plastid-Ath-IleCAT-171856,Plastid,Non-CC/CCA,Control,0.646365398,0.669091745
plastid-Ath-IleCAT-171856,Plastid,Non-CC/CCA,Periodate Oxidation,0.850321995,0.862154849
plastid-Ath-HisGTG-171855,Plastid,CCA,Control,0.907910792,0.913739369
plastid-Ath-HisGTG-171855,Plastid,CCA,Periodate Oxidation,0.656665653,0.638448851
plastid-Ath-HisGTG-171855,Plastid,Non-CC/CCA,Control,0.122381459,0.120287733
plastid-Ath-HisGTG-171855,Plastid,Non-CC/CCA,Periodate Oxidation,0.385970388,0.37978091
plastid-Ath-GlyTCC-171854,Plastid,CCA,Control,0.92267438,0.932392995
plastid-Ath-GlyTCC-171854,Plastid,CCA,Periodate Oxidation,0.686183867,0.713309042
plastid-Ath-GlyTCC-171854,Plastid,Non-CC/CCA,Control,0.084211767,0.093722211
plastid-Ath-GlyTCC-171854,Plastid,Non-CC/CCA,Periodate Oxidation,0.429672038,0.415068044
plastid-Ath-GlyGCC-171853,Plastid,CCA,Control,0.928253055,0.928519649
plastid-Ath-GlyGCC-171853,Plastid,CCA,Periodate Oxidation,0.732762721,0.743487022
plastid-Ath-GlyGCC-171853,Plastid,Non-CC/CCA,Control,0.103760348,0.113495263
plastid-Ath-GlyGCC-171853,Plastid,Non-CC/CCA,Periodate Oxidation,0.585750402,0.544107018
plastid-Ath-GluTTC-171852,Plastid,CCA,Control,0.864206955,0.879190904
plastid-Ath-GluTTC-171852,Plastid,CCA,Periodate Oxidation,0.69002917,0.70337553
plastid-Ath-GluTTC-171852,Plastid,Non-CC/CCA,Control,0.230239944,0.215257552
plastid-Ath-GluTTC-171852,Plastid,Non-CC/CCA,Periodate Oxidation,0.489676606,0.495968986
plastid-Ath-GlnTTG-171851,Plastid,CCA,Control,0.807691975,0.824586748
plastid-Ath-GlnTTG-171851,Plastid,CCA,Periodate Oxidation,0.676083861,0.688428393
plastid-Ath-GlnTTG-171851,Plastid,Non-CC/CCA,Control,0.302628818,0.291737478
plastid-Ath-GlnTTG-171851,Plastid,Non-CC/CCA,Periodate Oxidation,0.525206843,0.533123327
plastid-Ath-eMetCAT-171862,Plastid,CCA,Control,0.860548906,0.875010065
plastid-Ath-eMetCAT-171862,Plastid,CCA,Periodate Oxidation,0.632121272,0.64960051
plastid-Ath-eMetCAT-171862,Plastid,Non-CC/CCA,Control,0.147638612,0.145408398
plastid-Ath-eMetCAT-171862,Plastid,Non-CC/CCA,Periodate Oxidation,0.341307973,0.348608126
plastid-Ath-CysGCA-171850,Plastid,CCA,Control,0.877324884,0.884836718
plastid-Ath-CysGCA-171850,Plastid,CCA,Periodate Oxidation,0.676732658,0.7094082
plastid-Ath-CysGCA-171850,Plastid,Non-CC/CCA,Control,0.123781171,0.131273791
plastid-Ath-CysGCA-171850,Plastid,Non-CC/CCA,Periodate Oxidation,0.40453619,0.394638298
plastid-Ath-AspGTC-171849,Plastid,CCA,Control,0.7095525,0.734343708
plastid-Ath-AspGTC-171849,Plastid,CCA,Periodate Oxidation,0.519951968,0.517226479
plastid-Ath-AspGTC-171849,Plastid,Non-CC/CCA,Control,0.411018096,0.396192298
plastid-Ath-AspGTC-171849,Plastid,Non-CC/CCA,Periodate Oxidation,0.60548469,0.618226277
plastid-Ath-AsnGTT-171848,Plastid,CCA,Control,0.887979978,0.89783431
plastid-Ath-AsnGTT-171848,Plastid,CCA,Periodate Oxidation,0.787583648,0.792791793
plastid-Ath-AsnGTT-171848,Plastid,Non-CC/CCA,Control,0.199269103,0.184027285
plastid-Ath-AsnGTT-171848,Plastid,Non-CC/CCA,Periodate Oxidation,0.333092747,0.341813473
plastid-Ath-ArgTCT-171846,Plastid,CCA,Control,0.840127302,0.845987394
plastid-Ath-ArgTCT-171846,Plastid,CCA,Periodate Oxidation,0.633540006,0.658992097
plastid-Ath-ArgTCT-171846,Plastid,Non-CC/CCA,Control,0.168036134,0.15860513
plastid-Ath-ArgTCT-171846,Plastid,Non-CC/CCA,Periodate Oxidation,0.473313952,0.477402151
plastid-Ath-ArgACG-171847,Plastid,CCA,Control,0.764809706,0.765708522
plastid-Ath-ArgACG-171847,Plastid,CCA,Periodate Oxidation,0.494007221,0.509257014
plastid-Ath-ArgACG-171847,Plastid,Non-CC/CCA,Control,0.336516139,0.35634228
plastid-Ath-ArgACG-171847,Plastid,Non-CC/CCA,Periodate Oxidation,0.624614363,0.653143972
plastid-Ath-AlaTGC-171845,Plastid,CCA,Control,0.674125408,0.684002157
plastid-Ath-AlaTGC-171845,Plastid,CCA,Periodate Oxidation,0.473225341,0.483955332
plastid-Ath-AlaTGC-171845,Plastid,Non-CC/CCA,Control,0.573225208,0.567249073
plastid-Ath-AlaTGC-171845,Plastid,Non-CC/CCA,Periodate Oxidation,0.729329672,0.730975261
mitochondrial-Ath-TyrGTA-171844,Mitochondrial,CCA,Control,0.768302124,0.786592306
mitochondrial-Ath-TyrGTA-171844,Mitochondrial,CCA,Periodate Oxidation,0.605984461,0.610752183
mitochondrial-Ath-TyrGTA-171844,Mitochondrial,Non-CC/CCA,Control,0.479709886,0.454278091
mitochondrial-Ath-TyrGTA-171844,Mitochondrial,Non-CC/CCA,Periodate Oxidation,0.703641974,0.705656617
mitochondrial-Ath-TrpCCA-171842,Mitochondrial,CCA,Control,0.804762676,0.83205746
mitochondrial-Ath-TrpCCA-171842,Mitochondrial,CCA,Periodate Oxidation,0.530004881,0.552804801
mitochondrial-Ath-TrpCCA-171842,Mitochondrial,Non-CC/CCA,Control,0.18593413,0.173907522
mitochondrial-Ath-TrpCCA-171842,Mitochondrial,Non-CC/CCA,Periodate Oxidation,0.487793554,0.479840768
mitochondrial-Ath-SerTGA-171841,Mitochondrial,CCA,Control,0.798223073,0.826259785
mitochondrial-Ath-SerTGA-171841,Mitochondrial,CCA,Periodate Oxidation,0.748926655,0.747030475
mitochondrial-Ath-SerTGA-171841,Mitochondrial,Non-CC/CCA,Control,0.207705877,0.189355426
mitochondrial-Ath-SerTGA-171841,Mitochondrial,Non-CC/CCA,Periodate Oxidation,0.392105263,0.403365132
mitochondrial-Ath-SerGCT-171840,Mitochondrial,CCA,Control,0.686147186,0.715142496
mitochondrial-Ath-SerGCT-171840,Mitochondrial,CCA,Periodate Oxidation,0.756455358,0.736181542
mitochondrial-Ath-SerGCT-171840,Mitochondrial,Non-CC/CCA,Control,0.393010586,0.457257488
mitochondrial-Ath-SerGCT-171840,Mitochondrial,Non-CC/CCA,Periodate Oxidation,0.489585159,0.524296876
mitochondrial-Ath-ProTGG-171838,Mitochondrial,CCA,Control,0.861968194,0.890564609
mitochondrial-Ath-ProTGG-171838,Mitochondrial,CCA,Periodate Oxidation,0.683638768,0.698548094
mitochondrial-Ath-ProTGG-171838,Mitochondrial,Non-CC/CCA,Control,0.176009132,0.180654835
mitochondrial-Ath-ProTGG-171838,Mitochondrial,Non-CC/CCA,Periodate Oxidation,0.349696051,0.428449278
mitochondrial-Ath-LysTTT-171834,Mitochondrial,CCA,Control,0.717148656,0.761574016
mitochondrial-Ath-LysTTT-171834,Mitochondrial,CCA,Periodate Oxidation,0.535958904,0.55081187
mitochondrial-Ath-LysTTT-171834,Mitochondrial,Non-CC/CCA,Control,0.580273057,0.578382098
mitochondrial-Ath-LysTTT-171834,Mitochondrial,Non-CC/CCA,Periodate Oxidation,0.779001259,0.787189767
mitochondrial-Ath-HisGTG-171833,Mitochondrial,CCA,Control,0.891193936,0.896259463
mitochondrial-Ath-HisGTG-171833,Mitochondrial,CCA,Periodate Oxidation,0.609502189,0.600178547
mitochondrial-Ath-HisGTG-171833,Mitochondrial,Non-CC/CCA,Control,0.145237891,0.151134862
mitochondrial-Ath-HisGTG-171833,Mitochondrial,Non-CC/CCA,Periodate Oxidation,0.446678628,0.451812868
mitochondrial-Ath-GlyGCC-171832,Mitochondrial,CCA,Control,0.878289015,0.880914853
mitochondrial-Ath-GlyGCC-171832,Mitochondrial,CCA,Periodate Oxidation,0.651350971,0.661384863
mitochondrial-Ath-GlyGCC-171832,Mitochondrial,Non-CC/CCA,Control,0.169864915,0.175649538
mitochondrial-Ath-GlyGCC-171832,Mitochondrial,Non-CC/CCA,Periodate Oxidation,0.478694221,0.52566315
mitochondrial-Ath-GluTTC-171831,Mitochondrial,CCA,Control,0.770428855,0.815869127
mitochondrial-Ath-GluTTC-171831,Mitochondrial,CCA,Periodate Oxidation,0.459505514,0.429704476
mitochondrial-Ath-GluTTC-171831,Mitochondrial,Non-CC/CCA,Control,0.298034211,0.28870599
mitochondrial-Ath-GluTTC-171831,Mitochondrial,Non-CC/CCA,Periodate Oxidation,0.629232636,0.652509018
mitochondrial-Ath-GlnTTG-171830,Mitochondrial,CCA,Control,0.832468495,0.858690162
mitochondrial-Ath-GlnTTG-171830,Mitochondrial,CCA,Periodate Oxidation,0.715141612,0.71189203
mitochondrial-Ath-GlnTTG-171830,Mitochondrial,Non-CC/CCA,Control,0.208376315,0.210968806
mitochondrial-Ath-GlnTTG-171830,Mitochondrial,Non-CC/CCA,Periodate Oxidation,0.423308694,0.417924984
mitochondrial-Ath-eMetCAT-171836,Mitochondrial,CCA,Control,0.892532928,0.887186074
mitochondrial-Ath-eMetCAT-171836,Mitochondrial,CCA,Periodate Oxidation,0.652014083,0.636183358
mitochondrial-Ath-eMetCAT-171836,Mitochondrial,Non-CC/CCA,Control,0.15690041,0.142496909
mitochondrial-Ath-eMetCAT-171836,Mitochondrial,Non-CC/CCA,Periodate Oxidation,0.353532515,0.324886738
mitochondrial-Ath-CysGCA-171829,Mitochondrial,CCA,Control,0.823774319,0.828663963
mitochondrial-Ath-CysGCA-171829,Mitochondrial,CCA,Periodate Oxidation,0.445602522,0.427615678
mitochondrial-Ath-CysGCA-171829,Mitochondrial,Non-CC/CCA,Control,0.157107596,0.1466137
mitochondrial-Ath-CysGCA-171829,Mitochondrial,Non-CC/CCA,Periodate Oxidation,0.461745863,0.437840463
mitochondrial-Ath-AspGTC-171828,Mitochondrial,CCA,Control,0.700284208,0.742865693
mitochondrial-Ath-AspGTC-171828,Mitochondrial,CCA,Periodate Oxidation,0.570681986,0.580479902
mitochondrial-Ath-AspGTC-171828,Mitochondrial,Non-CC/CCA,Control,0.382644669,0.383143464
mitochondrial-Ath-AspGTC-171828,Mitochondrial,Non-CC/CCA,Periodate Oxidation,0.525002994,0.549774335
mitochondrial-Ath-AsnGTT-183766,Mitochondrial,CCA,Control,0.885564316,0.903336073
mitochondrial-Ath-AsnGTT-183766,Mitochondrial,CCA,Periodate Oxidation,0.792929635,0.802399121
mitochondrial-Ath-AsnGTT-183766,Mitochondrial,Non-CC/CCA,Control,0.265815908,0.260254669
mitochondrial-Ath-AsnGTT-183766,Mitochondrial,Non-CC/CCA,Periodate Oxidation,0.328584796,0.350247945
Bacillus_trnI_control,Spike-in control,CCA,Control,0.865036947,0.876955397
Bacillus_trnI_control,Spike-in control,CCA,Periodate Oxidation,0.018632581,0.014697681
Bacillus_trnI_control,Spike-in control,Non-CC/CCA,Control,0.410871575,0.382738695
Bacillus_trnI_control,Spike-in control,Non-CC/CCA,Periodate Oxidation,0.834044642,0.757134262
